100,99.3375,96.8833,96.8846,98.3665,97.0867,96.185,91.1794,88.908,88.4018,90.7137,92.1975,90.6701,89.9422,91.8619,92.6302,94.3136,96.4207,97.8948,97.7281,100.388,97.8686,93.5828,92.4035,93.2913,93.1375,92.8746,91.0539,90.5733,91.4742,90.16,93.3401,91.8758,89.1738,88.5413,90.3492,88.2131,86.6079,86.6304,87.8856,88.0435,87.2769,86.9507,86.6822,86.5734,89.9807,93.0144,93.185,89.5464,90.6315,92.3959,89.5667,89.7179,89.4642,86.253,82.9,85.1627,85.5196,85.0092,84.8902,86.4256,87.7028,87.6089,89.7749,92.8496,95.5089,95.2841,94.7383,95.521,97.6699,98.0404,97.5724,100.019,97.3417,94.2094,91.1975,92.3128,91.8142,93.1351,92.531,92.6226,92.2749,95.3504,96.0456,94.6603,93.8579,95.3162,91.0443,89.759,90.9476,91.6111,88.5959,87.8142,88.1465,90.4049,93.418,92.1345,93.2818,92.9951,91.9574,
100,100.049,104.67,106.279,106.722,103.794,104.585,108.252,107.268,106.492,102.259,102.516,102.841,105.108,105.05,105.08,105.468,102.705,103.976,104.854,102.448,103.592,101.151,98.2554,100.704,98.7014,90.712,88.8743,86.9278,86.3875,87.571,86.9563,90.1351,93.1294,94.0713,96.4856,96.6601,97.9983,99.3907,99.5792,101.261,100.721,99.8815,103.229,102.883,103.78,102.597,105.398,104.756,105.354,109.164,115.718,113.827,114.085,113.606,110.742,109.673,106.715,107.883,106.059,112.6,111.111,110.562,109.871,110.674,114.895,110.464,112.883,113.421,111.753,113.797,111.816,112.567,115.151,115.539,116.934,117.749,120.695,122.276,119.549,120.337,120.111,123.018,120.787,118.526,121.115,123.179,127.491,124.789,128.681,127.462,124.204,122.997,124.154,127.402,127.102,123.575,121.649,121.3,116.944,
100,101.511,99.3613,98.9999,99.9445,99.3686,99.0515,99.1324,98.0944,98.2181,99.0088,99.7726,101.702,103.616,104.217,104.483,101.242,101.454,99.7275,98.9986,101.309,96.721,96.298,99.5163,100.042,102.007,105.054,108.971,109.372,108.79,107.238,107.627,104.613,107.596,108.964,107.666,106.332,106.894,107.728,108.182,108.217,109.52,109.951,107.694,109.515,112.059,115.405,114.486,110.317,109.092,108.354,109.64,108.821,107.556,110.625,112.452,117.468,114.906,112.863,112.605,112.189,112.332,115.872,112.86,116.053,116.035,114.577,113.453,111.515,113.573,111.936,111.505,112.096,109.962,108.722,109.974,110.738,110.016,109.842,106.291,105.641,105.611,106.914,109.289,106.246,104.092,104.863,104.345,102.321,100.582,98.6227,96.2745,95.4159,95.4471,99.2717,98.9067,98.904,96.0273,98.5498,97.6949,
100,99.5314,97.7531,99.9192,99.3609,98.7845,98.4055,98.9843,98.4777,95.2755,97.1001,94.6558,92.5551,93.4865,93.3383,94.7512,93.7795,97.207,93.7863,96.8031,96.1684,96.8708,99.5751,99.3671,99.456,93.7066,95.8091,95.3378,95.9429,91.7197,90.7918,91.3879,90.6991,89.6565,91.2935,93.7575,89.2631,89.2851,88.7195,88.8438,88.697,88.4001,87.8736,85.9971,91.2871,90.0276,90.1364,88.3179,87.4458,87.6367,87.93,82.9176,83.2457,85.6043,80.9996,81.3314,81.4301,82.416,82.4129,81.6481,80.7819,79.0627,77.4283,77.4547,79.2054,78.9554,79.6403,80.5288,80.5965,81.6332,82.7131,82.0256,81.8973,83.5549,83.1945,84.3851,84.0275,81.2835,79.0458,79.2702,79.0159,80.792,83.3509,82.5458,81.6014,79.5095,77.1493,79.4411,77.9952,76.9448,76.6008,76.9949,76.9494,75.9632,75.9858,74.1531,75.3662,74.0656,75.2727,75.3617,
100,100.77,102.036,102.382,100.295,101.267,97.8759,96.6359,95.5713,94.0656,96.9264,96.8439,97.239,93.0162,89.2643,91.1555,90.0627,89.1126,89.2687,92.1875,90.9683,89.3031,87.8308,87.3711,85.9427,87.7761,86.3459,82.9437,83.1513,82.2815,83.2194,83.7854,84.3694,82.1933,80.4251,79.953,79.663,78.7878,78.8239,78.4828,81.0666,78.5869,77.4297,75.8265,73.8655,74.0292,75.8742,76.8608,76.9753,77.1459,76.2262,73.4397,73.432,73.2655,76.0884,76.1541,72.3484,71.5643,68.8816,68.5351,67.1038,67.172,67.1528,68.2824,70.4109,70.6001,72.1939,72.6571,69.9312,69.0518,69.7157,68.5616,69.756,70.0944,68.1634,68.3352,67.5547,66.7117,67.9682,66.7386,66.2272,65.5192,64.0555,61.832,63.6029,66.2097,65.6592,67.0522,67.4985,66.5274,68.1159,68.7655,69.9204,69.0695,70.156,70.4359,70.7094,70.8446,70.2761,68.4213,
100,100.14,100.877,102.298,101.616,101.574,100.699,102.109,103.388,104.561,103.286,99.6446,98.2661,100.21,100.115,100.264,102.697,98.703,99.6106,100.42,105.711,104.986,106.072,104.312,108.336,104.502,101.178,105.727,108.161,105.282,107.383,107.787,109.51,107.549,107.856,110.008,112.329,114.766,115.475,119.35,120.179,121.949,124.256,124.196,124.629,128.112,126.388,126.494,126.283,125.683,121.255,119.27,123.928,128.038,128.347,128.703,125.038,124.26,124.127,125.654,123.242,128.463,128.988,130.626,128.995,132.73,133.066,131.302,130.159,127.814,130.055,131.016,130.229,129.78,128.19,124.664,125.557,125.74,124.69,126.824,127.518,130.941,134.884,132.77,132.31,134.288,127.715,124.377,121.541,121.158,120.864,122.507,121.702,125.562,126.43,127.976,128.278,131.931,131.189,132.226,
100,100.503,100.213,97.7086,98.5335,101.224,101.312,99.7603,99.0493,98.1682,101.144,104.262,108.259,109.113,107.344,106.538,102.049,102.011,101.644,103.615,101.45,103.849,105.031,101.818,99.6917,99.8985,99.8461,99.2976,101.704,102.432,102.464,105.446,102.765,101.772,101.941,101.526,103.538,106.942,108.133,108.366,109.331,111.442,115.173,118.938,117.852,118.294,119.883,116.923,116.751,115.927,115.48,113.725,112.376,114.34,113.242,110.06,113.355,115.555,113.109,114.357,114.728,112.947,111.65,111.495,108.168,109.192,106.877,104.799,103.171,102.397,100.154,102.996,104.103,100.716,98.1011,97.4715,94.7906,96.2337,94.9331,97.1382,98.5578,98.2527,97.7159,99.8856,98.6998,97.5416,94.6561,92.0499,93.641,91.2179,90.4547,89.3675,90.4286,92.7246,92.9849,92.3032,91.0673,92.8922,91.0231,89.0009,
100,101.44,102.809,102.24,103.216,102.799,99.2538,99.5147,99.3058,93.0881,93.4107,92.2931,90.121,91.3292,91.0251,92.7453,92.394,90.8806,88.5682,89.3531,93.0909,92.6415,91.7075,90.5126,92.0484,91.6177,88.9509,88.407,88.4256,86.7633,86.2044,85.2464,85.574,82.9943,82.9943,82.4491,83.488,84.1957,86.2738,84.6093,83.5129,84.1755,86.5735,88.6299,89.2781,89.8525,90.1302,90.8045,92.6419,91.363,91.3909,88.6033,86.9953,85.9863,85.2679,86.6787,88.0854,86.5482,85.6333,91.4615,90.3761,88.0772,86.2596,89.0641,89.6736,91.2916,91.0345,89.5766,89.6874,91.4313,90.32,92.4174,93.063,93.624,93.5026,92.9893,89.9531,88.9098,88.2658,90.1873,90.1067,90.5484,91.4278,89.571,87.9686,89.4046,87.492,86.2921,87.051,85.015,84.9496,85.9895,86.2557,88.225,89.6386,87.8317,87.3989,87.0801,86.9414,87.2298,
100,100.672,100.527,99.3677,99.0574,101.111,99.3016,99.1638,99.3449,97.3178,93.4114,94.2413,92.4235,93.578,95.2805,97.0612,96.3999,98.4866,100.047,101.301,102.853,103.151,105.715,104.851,106.129,104.176,107.054,107.099,107.489,103.993,103.273,102.063,102.686,104.452,101.536,101.534,102.167,102.515,104.037,105.172,108.055,108.152,110.448,109.984,111.537,109.494,107.494,106.389,105.326,102.545,107.09,109.401,109.282,110.518,111.618,109.419,111.546,111.478,112.176,110.93,113.107,111.572,112.355,110.059,110.239,111.308,110.569,110.879,108.894,106.017,104.838,102.693,98.8116,96.5368,96.6986,98.8968,95.8922,95.6942,96.8854,92.8511,90.9242,92.8842,88.6754,85.9048,85.2679,86.089,87.5707,86.2488,87.344,85.7487,87.4714,86.4908,83.6139,84.8154,84.292,85.6447,85.6317,83.7492,84.598,86.9094,
100,100.525,99.9183,102.25,102.204,101.068,101.671,103.057,101.744,98.99,99.4172,97.0722,96.4042,96.543,98.7741,98.1347,94.273,90.8769,90.0682,91.0444,92.981,89.1834,85.6613,88.0606,88.0677,87.126,87.257,87.6832,85.6651,87.6725,88.647,84.8543,84.7759,86.0622,86.9934,87.3177,88.5071,89.3886,91.0525,91.5256,91.2298,94.1706,97.2093,96.4541,93.7965,92.9948,96.8486,96.9539,95.1075,96.4363,99.5136,97.9325,99.2056,98.0152,101.657,102.641,104.975,104.046,100.964,106.635,110.677,116.795,118.319,118,116.959,119.024,120.545,116.195,121.481,119.492,119.569,122.048,122.31,121.507,123.094,124.457,127.179,127.812,126.987,130.869,132.27,131.621,127.525,124.287,120.614,120.21,121.843,115.432,114.861,114.949,115.5,120.712,121.53,123.657,128.893,126.373,125.607,127.662,124.806,127.823,
